user_id,group,arpu_pre,arpu,sessions,page_load_ms
100261,B,0.0,0.0,3,258.9
100262,A,0.0,0.0,7,278.0
100263,B,0.0,33.76,3,224.4
100264,B,0.0,21.95,4,575.4
100265,A,0.0,0.0,4,469.4
100266,B,0.0,115.58,4,441.6
100267,A,21.33,0.0,2,463.5
100268,B,0.0,0.0,3,425.5
100269,B,7.05,0.0,12,384.2
100270,A,0.0,32.88,3,374.5
100271,A,0.0,63.45,7,402.9
100272,A,33.21,0.0,6,351.5
100273,A,0.0,0.0,7,251.0
100274,A,99.16,44.66,3,367.0
100275,A,0.0,0.0,3,557.7
100276,B,0.0,16.53,3,276.4
100277,A,0.0,53.91,3,598.7
100278,B,0.0,0.0,5,236.6
100279,A,42.26,16.67,6,599.5
100280,B,0.0,0.0,4,544.7
100281,A,0.0,21.36,4,345.5
100282,A,0.0,0.0,5,507.4
100283,A,13.75,33.32,2,516.3
100284,B,31.7,0.0,1,756.7
100285,A,0.0,0.0,6,469.7
100286,A,0.0,0.0,2,188.0
100287,A,0.0,0.0,2,430.2
100288,A,0.0,66.27,4,412.6
100289,A,4.4,0.0,7,741.2
100290,A,27.15,0.0,4,503.3
100291,A,0.0,0.0,3,722.4
100292,A,0.0,0.0,6,355.0
100293,A,0.0,0.0,5,790.2
100294,A,24.81,0.0,7,588.5
100295,A,0.0,88.84,9,701.9
100296,A,0.0,0.0,4,226.8
100297,B,0.0,0.0,3,517.5
100298,A,0.0,7.79,3,507.2
100299,A,0.0,0.0,6,150.1
100300,A,0.0,0.0,3,368.9
100301,A,0.0,0.0,6,833.7
100302,A,0.0,52.57,5,233.8
100303,B,27.06,0.0,2,545.0
100304,A,0.0,0.0,6,749.2
100305,A,0.0,19.08,1,342.4
100306,B,0.0,0.0,3,462.7
100307,A,6.55,0.0,7,505.6
100308,A,0.0,15.94,4,459.2
100309,B,0.0,0.0,6,638.7
100310,A,0.0,0.0,3,436.8
100311,B,0.0,0.0,10,217.8
100312,A,16.47,0.0,6,618.9
100313,A,0.0,466.52,6,432.6
100314,A,30.9,38.25,4,390.7
100315,A,14.05,0.0,3,512.1
100316,B,0.0,40.95,4,902.9
100317,A,0.0,0.0,5,704.9
100318,A,0.0,0.0,6,413.2
100319,A,0.0,46.96,5,425.1
100320,A,0.0,0.0,6,459.6
100321,B,0.0,0.0,4,533.9
100322,A,34.02,80.7,4,512.2
100323,B,0.0,14.01,8,552.1
100324,B,11.83,12.09,6,424.7
100325,A,0.0,0.0,1,654.0
100326,A,0.0,0.0,4,429.1
100327,A,34.69,21.96,3,542.5
100328,A,31.14,0.0,7,433.2
100329,A,0.0,0.0,5,168.3
100330,A,0.0,0.0,6,474.4
100331,B,0.0,0.0,1,371.2
100332,B,0.0,0.0,9,387.5
100333,B,130.69,28.01,6,401.9
100334,A,0.0,0.0,3,409.9
100335,B,0.0,12.01,1,262.9
100336,A,25.34,61.13,7,414.3
100337,A,34.16,0.0,4,501.0
100338,B,78.31,0.0,4,585.5
100339,B,0.0,65.05,8,300.9
100340,B,0.0,0.0,8,364.1
100341,A,10.16,0.0,4,756.2
100342,B,0.0,0.0,3,373.2
100343,B,140.87,0.0,4,280.4
100344,B,0.0,0.0,4,615.8
100345,A,34.31,22.44,2,370.6
100346,B,0.0,17.73,6,337.2
100347,B,7.22,12.61,5,249.6
100348,B,77.95,0.0,8,260.1
100349,B,0.0,0.0,6,455.5
100350,A,127.04,0.0,5,255.2
100351,A,0.0,0.0,4,274.5
100352,A,0.0,0.0,7,401.5
100353,B,0.0,64.63,7,821.0
100354,A,14.12,0.0,3,447.0
100355,A,0.0,0.0,3,614.0
100356,B,71.25,0.0,6,606.3
100357,B,0.0,0.0,6,524.0
100358,A,0.0,0.0,5,442.7
100359,B,0.0,0.0,7,364.2
100360,A,20.41,0.0,5,314.5
100361,B,0.0,21.27,3,308.8
100362,A,92.23,0.0,4,418.0
100363,B,0.0,0.0,5,580.4
100364,B,5.34,0.0,2,384.5
100365,B,9.45,0.0,3,893.7
100366,A,41.41,12.2,3,421.2
100367,A,0.0,40.27,3,427.2
100368,A,0.0,0.0,2,587.4
100369,B,0.0,23.56,5,557.5
100370,A,0.0,0.0,0,267.1
100371,B,15.23,63.13,4,371.4
100372,B,23.78,0.0,6,569.4
100373,A,55.88,15.68,6,212.9
100374,A,0.0,0.0,4,507.2
100375,B,0.0,0.0,8,515.2
100376,B,0.0,18.52,6,317.1
100377,A,0.0,0.0,4,368.1
100378,B,0.0,0.0,8,474.6
100379,A,0.0,0.0,10,328.6
100380,B,28.06,0.0,3,448.6
100381,B,0.0,0.0,4,212.2
100382,A,0.0,0.0,4,367.4
100383,A,131.31,0.0,7,348.9
100384,A,25.51,0.0,5,412.7
100385,B,0.0,0.0,10,382.2
100386,B,0.0,265.96,4,312.3
100387,B,0.0,0.0,9,384.4
100388,B,0.0,0.0,5,473.9
100389,A,22.55,0.0,4,430.6
100390,A,33.19,0.0,6,275.9
100391,A,0.0,0.0,6,302.7
100392,B,0.0,0.0,3,347.2
100393,B,46.01,0.0,2,443.7
100394,B,0.0,88.46,1,466.1
100395,B,0.0,0.0,4,305.7
100396,A,0.0,0.0,9,247.6
100397,A,0.0,0.0,12,437.8
100398,B,0.0,0.0,1,565.3
100399,B,0.0,0.0,5,580.5
100400,A,0.0,0.0,1,575.0
100401,A,21.43,38.5,5,341.6
100402,B,0.0,0.0,6,244.4
100403,B,25.79,26.84,4,660.9
100404,B,77.33,108.47,1,273.2
100405,A,0.0,0.0,5,525.4
100406,A,0.0,0.0,5,532.4
100407,B,0.0,0.0,4,406.7
100408,B,0.0,0.0,6,428.2
100409,A,21.11,0.0,5,644.7
100410,A,0.0,93.57,2,477.7
100411,B,0.0,125.1,9,545.3
100412,A,181.37,0.0,5,599.0
100413,A,56.23,0.0,6,398.3
100414,B,0.0,38.02,4,403.0
100415,A,0.0,0.0,6,423.3
100416,A,0.0,0.0,5,451.2
100417,B,0.0,0.0,10,325.1
100418,B,0.0,47.13,8,537.0
100419,B,0.0,12.55,3,407.5
100420,B,31.87,0.0,12,441.2
100421,B,0.0,39.67,7,435.1
100422,A,13.39,0.0,9,356.0
100423,A,0.0,0.0,6,387.6
100424,B,0.0,0.0,3,622.6
100425,B,12.62,0.0,6,142.2
100426,A,17.87,112.29,5,410.5
100427,A,0.0,0.0,3,423.0
100428,A,0.0,0.0,4,354.4
100429,B,0.0,0.0,5,341.6
100430,A,45.99,18.23,3,520.4
100431,B,0.0,0.0,4,360.5
100432,B,0.0,0.0,6,389.0
100433,A,149.16,0.0,1,686.5
100434,A,0.0,0.0,6,527.3
100435,B,0.0,0.0,6,432.2
100436,B,0.0,0.0,10,457.7
100437,A,0.0,0.0,1,236.9
100438,B,0.0,0.0,4,418.9
100439,B,25.91,12.01,6,372.6
100440,B,0.0,67.6,2,346.8
100441,B,64.87,0.0,4,281.9
100442,A,0.0,0.0,5,350.2
100443,A,31.5,0.0,6,269.2
100444,A,0.0,61.05,6,677.6
100445,A,0.0,0.0,5,633.2
100446,A,32.27,0.0,5,743.1
100447,A,0.0,28.6,3,511.7
100448,A,59.81,0.0,8,510.9
100449,B,0.0,79.76,7,644.9
100450,B,83.05,0.0,5,534.4
100451,B,0.0,0.0,4,430.0
100452,B,0.0,0.0,8,590.4
100453,B,10.54,0.0,7,303.6
100454,B,72.1,0.0,7,398.9
100455,B,0.0,36.23,4,295.9
100456,A,0.0,0.0,7,409.7
100457,A,38.72,0.0,4,162.3
100458,B,0.0,78.16,4,502.9
100459,B,0.0,0.0,7,414.3
100460,A,0.0,0.0,5,549.5
100461,B,0.0,0.0,6,664.2
100462,A,0.0,0.0,8,281.7
100463,A,0.0,63.63,2,399.2
100464,B,0.0,0.0,7,484.2
100465,A,0.0,95.04,4,639.8
100466,A,0.0,15.95,6,344.7
100467,B,0.0,0.0,2,390.9
100468,B,5.53,0.0,5,226.8
100469,A,53.56,0.0,7,419.8
100470,A,17.11,56.57,2,414.4
100471,B,0.0,0.0,8,601.4
100472,B,33.39,84.68,6,530.7
100473,B,0.0,0.0,6,555.5
100474,A,0.0,29.22,7,543.3
100475,B,0.0,0.0,3,513.1
100476,A,2.29,0.0,4,610.9
100477,B,0.0,0.0,10,254.9
100478,B,52.21,0.0,5,753.6
100479,A,0.0,0.0,8,474.0
100480,B,20.33,0.0,5,422.7
100481,B,0.0,0.0,1,327.8
100482,A,0.0,0.0,8,585.4
100483,B,0.0,37.33,7,523.1
100484,B,0.0,53.12,4,393.7
100485,A,36.36,20.77,2,667.3
100486,A,11.75,93.82,4,421.8
100487,A,0.0,23.93,7,217.6
100488,B,0.0,0.0,5,498.3
100489,B,0.0,0.0,4,333.3
100490,B,13.64,0.0,4,388.7
100491,B,0.0,0.0,3,486.0
100492,B,0.0,0.0,4,567.7
100493,A,0.0,45.42,6,413.0
100494,B,0.0,0.0,6,226.2
100495,A,31.05,61.8,7,258.9
100496,B,0.0,70.61,11,575.0
100497,B,0.0,9.59,7,261.2
100498,B,14.59,31.45,4,285.2
100499,B,70.46,278.92,6,433.5
100500,A,0.0,133.12,6,467.0
100501,A,32.06,54.98,6,837.7
100502,A,0.0,0.0,3,522.8
100503,B,0.0,11.14,4,545.6
100504,A,0.0,0.0,9,558.5
100505,A,0.0,0.0,6,373.6
100506,B,79.83,23.02,5,668.0
100507,B,0.0,0.0,0,486.4
100508,A,0.0,0.0,9,339.7
100509,A,0.0,0.0,6,568.6
100510,A,0.0,0.0,6,414.5
100511,A,0.0,0.0,5,450.2
100512,A,0.0,31.99,3,732.4
100513,B,0.0,0.0,7,832.6
100514,A,32.93,45.34,5,275.2
100515,A,0.0,0.0,5,271.8
100516,B,0.0,0.0,7,342.6
100517,B,0.0,0.0,4,353.9
100518,A,0.0,0.0,6,552.4
100519,B,0.0,77.69,4,679.9
100520,B,0.0,65.27,8,548.9
100521,A,210.23,19.68,11,416.4
100522,A,0.0,0.0,4,414.3
100523,A,0.0,0.0,5,263.3
100524,B,0.0,0.0,5,481.0
100525,A,0.0,0.0,7,440.5
100526,B,0.0,0.0,12,529.5
100527,A,31.35,27.52,5,466.4
100528,A,0.0,0.0,8,292.2
100529,B,12.02,0.0,12,329.1
100530,A,0.0,0.0,5,481.1
100531,B,0.0,14.24,7,269.0
100532,B,0.0,0.0,6,346.5
100533,A,81.74,40.64,3,469.0
100534,A,0.0,0.0,9,878.7
100535,B,41.1,37.4,7,452.1
100536,B,0.0,0.0,5,472.0
100537,A,0.0,66.56,2,317.6
100538,A,80.88,0.0,6,518.9
100539,B,0.0,0.0,3,497.7
100540,B,0.0,0.0,6,464.3
100541,A,0.0,0.0,2,446.2
100542,B,24.28,0.0,6,373.6
100543,A,51.23,0.0,3,441.4
100544,A,0.0,6.2,5,370.4
100545,A,60.44,7.5,6,419.4
100546,B,0.0,0.0,3,535.5
100547,A,0.0,91.21,3,356.8
100548,B,0.0,13.18,6,364.7
100549,A,27.97,164.09,6,547.8
100550,B,11.57,30.82,5,575.3
100551,B,51.69,221.91,6,680.5
100552,A,0.0,0.0,5,337.7
100553,A,0.0,22.73,2,376.8
100554,B,0.0,0.0,3,416.9
100555,A,0.0,0.0,4,269.3
100556,A,0.0,0.0,4,620.9
100557,A,49.78,0.0,5,452.7
100558,A,16.97,0.0,8,431.6
100559,B,0.0,0.0,4,220.3
100560,A,0.0,0.0,4,572.0
100561,A,0.0,0.0,5,355.0
100562,A,0.0,12.42,5,330.4
100563,A,59.47,0.0,8,435.1
100564,B,0.0,16.28,4,348.7
100565,B,7.53,0.0,4,525.7
100566,A,0.0,0.0,4,286.7
100567,A,0.0,38.9,5,318.2
100568,B,0.0,0.0,5,400.6
100569,A,0.0,63.47,6,333.6
100570,A,0.0,739.26,6,182.4
100571,B,114.84,0.0,3,263.1
100572,B,0.0,0.0,3,258.5
100573,A,118.97,0.0,3,342.9
100574,A,18.83,0.0,4,659.8
100575,B,52.68,0.0,1,360.3
100576,A,0.0,0.0,2,522.2
100577,A,29.5,27.88,10,679.3
100578,B,0.0,45.21,12,345.3
100579,A,0.0,0.0,2,545.6
100580,A,25.62,0.0,5,295.8
100581,B,99.73,61.46,2,620.8
100582,B,0.0,0.0,4,426.1
100583,A,0.0,0.0,3,449.1
100584,B,0.0,0.0,4,345.7
100585,A,13.89,0.0,6,342.0
100586,B,0.0,24.63,2,405.2
100587,A,0.0,0.0,3,373.3
100588,A,12.87,0.0,5,516.3
100589,B,0.0,0.0,6,390.7
100590,B,0.0,0.0,6,340.4
100591,A,0.0,0.0,2,496.5
100592,A,0.0,0.0,3,359.0
100593,A,0.0,0.0,5,370.6
100594,B,0.0,0.0,1,522.0
100595,A,14.25,0.0,4,511.2
100596,A,0.0,142.15,0,277.0
100597,B,23.85,0.0,1,233.2
100598,B,0.0,0.0,5,421.8
100599,B,0.0,0.0,4,375.6
100600,A,162.21,45.0,3,733.9
100601,A,54.62,41.46,7,637.2
100602,B,0.0,0.0,4,537.2
100603,B,0.0,0.0,6,273.5
100604,B,0.0,0.0,10,431.8
100605,A,0.0,5.89,7,365.5
100606,B,0.0,0.0,4,362.7
100607,A,0.0,0.0,4,375.7
100608,B,27.38,0.0,4,389.2
100609,A,0.0,0.0,4,535.7
100610,B,0.0,31.24,5,443.0
100611,A,16.08,4.92,4,386.7
100612,A,0.0,0.0,4,732.4
100613,B,0.0,0.0,3,361.8
100614,A,0.0,70.39,5,297.4
100615,B,0.0,0.0,3,205.1
100616,A,0.0,0.0,6,601.2
100617,A,0.0,0.0,5,365.5
100618,A,48.72,0.0,9,347.3
100619,A,0.0,0.0,3,771.5
100620,A,0.0,0.0,2,434.9
100621,B,34.92,17.66,3,595.6
100622,B,0.0,0.0,7,605.2
100623,A,16.4,0.0,2,317.9
100624,B,0.0,0.0,1,586.1
100625,A,0.0,91.16,4,541.9
100626,A,181.73,0.0,4,336.7
100627,A,16.7,35.1,3,571.3
100628,B,75.86,0.0,3,308.5
100629,B,0.0,21.77,6,432.5
100630,B,0.0,0.0,5,393.8
100631,B,0.0,37.37,5,344.0
100632,B,5.1,0.0,5,226.3
100633,B,0.0,32.33,8,434.8
100634,B,0.0,0.0,2,367.0
100635,B,48.24,74.17,11,597.0
100636,B,0.0,0.0,5,303.1
100637,A,0.0,0.0,4,491.1
100638,A,0.0,0.0,7,547.1
100639,B,0.0,0.0,5,440.9
100640,B,0.0,0.0,3,671.9
100641,B,0.0,0.0,5,484.6
100642,A,0.0,0.0,4,600.4
100643,A,0.0,41.57,3,403.0
100644,A,0.0,0.0,3,593.4
100645,A,22.38,213.07,3,236.7
100646,A,0.0,8.81,7,442.8
100647,A,0.0,0.0,5,582.1
100648,B,0.0,0.0,5,415.8
100649,B,0.0,0.0,7,509.8
100650,A,0.0,0.0,6,383.7
100651,B,33.49,0.0,5,455.4
100652,A,14.75,0.0,6,579.0
100653,A,23.05,204.37,5,295.4
100654,A,58.65,0.0,2,477.0
100655,B,0.0,0.0,3,409.8
100656,B,0.0,0.0,5,335.0
100657,B,13.03,0.0,3,474.9
100658,A,0.0,23.72,6,582.9
100659,B,0.0,102.05,5,424.8
100660,B,0.0,0.0,7,468.3
100661,B,0.0,0.0,6,538.2
100662,B,0.0,0.0,4,473.1
100663,A,23.04,62.01,5,530.6
100664,B,0.0,0.0,7,296.1
100665,A,0.0,10.4,4,718.1
100666,B,0.0,0.0,2,415.6
100667,A,56.68,21.12,4,174.8
100668,B,323.44,0.0,10,389.0
100669,A,13.93,0.0,3,308.8
100670,B,34.81,0.0,2,323.0
100671,B,0.0,0.0,3,572.4
100672,B,0.0,0.0,6,349.2
100673,A,0.0,0.0,4,473.3
100674,A,0.0,0.0,3,753.9
100675,A,41.03,0.0,5,368.9
100676,A,0.0,18.35,6,330.2
100677,B,0.0,0.0,3,535.6
100678,B,0.0,0.0,4,800.4
100679,B,0.0,0.0,4,670.2
100680,B,0.0,14.24,3,484.1
100681,B,0.0,0.0,4,511.5
100682,B,0.0,0.0,2,612.1
100683,B,82.83,128.95,7,216.9
100684,B,0.0,62.06,9,375.7
100685,A,7.99,20.69,2,376.0
100686,B,0.0,0.0,4,720.7
100687,A,24.02,27.14,3,400.7
100688,B,0.0,0.0,2,283.5
100689,A,0.0,0.0,5,487.7
100690,B,37.76,0.0,8,320.7
100691,A,0.0,0.0,3,395.0
100692,A,0.0,0.0,7,326.9
100693,B,0.0,41.45,8,277.8
100694,A,15.9,63.62,2,324.6
100695,A,0.0,0.0,6,598.1
100696,B,0.0,0.0,6,406.5
100697,B,12.17,0.0,5,188.6
100698,A,146.78,0.0,2,287.2
100699,A,38.4,0.0,3,329.7
100700,A,0.0,0.0,8,488.1
100701,A,0.0,0.0,2,528.3
100702,A,36.82,0.0,6,615.8
100703,A,0.0,6.99,6,684.4
100704,B,74.85,87.19,6,462.2
100705,B,0.0,0.0,4,245.4
100706,B,26.93,0.0,2,635.2
100707,A,0.0,0.0,3,601.5
100708,B,0.0,29.9,5,962.9
100709,A,0.0,0.0,6,477.1
100710,A,0.0,0.0,3,297.4
100711,B,34.21,0.0,6,497.0
100712,A,0.0,0.0,5,553.6
100713,B,0.0,0.0,5,612.1
100714,B,12.11,110.43,10,333.5
100715,B,0.0,0.0,8,399.2
100716,B,37.91,0.0,6,176.7
100717,A,0.0,66.41,3,399.0
100718,B,20.09,57.84,1,390.4
100719,B,0.0,0.0,5,418.6
100720,B,0.0,52.4,6,431.6
100721,A,72.29,0.0,6,398.8
100722,B,0.0,0.0,1,612.5
100723,B,19.76,0.0,7,501.9
100724,A,0.0,0.0,6,546.6
100725,B,0.0,0.0,5,701.0
100726,A,0.0,0.0,7,336.7
100727,A,0.0,0.0,4,491.3
100728,B,0.0,0.0,3,592.2
100729,A,0.0,23.88,3,400.3
100730,A,0.0,0.0,2,725.2
100731,B,0.0,0.0,5,220.3
100732,A,0.0,0.0,4,462.7
100733,A,0.0,0.0,5,299.1
